city,country,region,latitude,longitude,cost_per_day_usd,avg_temp_c,beach,culture,nature,nightlife,food,adventure,relaxation,popularity,safety,temp_month_1,temp_month_2,temp_month_3,temp_month_4,temp_month_5,temp_month_6,temp_month_7,temp_month_8,temp_month_9,temp_month_10,temp_month_11,temp_month_12,source_dataset,description
Siwa Oasis,Egypt,africa,29.215497900000003,25.468972583438237,70,22.658333333333335,2,8,10,2,6,6,8,2,7,12.3,13.9,17.7,22.5,27.3,30.3,31.3,31.5,28.7,23.8,18.5,14.1,kaggle_worldwide_travel_cities,"Wandering through sun-drenched palm groves and ancient ruins, you feel the timeless tranquility and unique charm of this remote desert haven."
Mombasa,Kenya,africa,-4.05052,39.667169,135,26.958333333333332,10,8,8,6,8,8,6,6,7,28.0,28.4,28.9,28.2,26.6,25.7,24.9,25.0,25.6,26.7,27.5,28.0,kaggle_worldwide_travel_cities,"Lively markets, stunning beaches, and a fusion of cultures create a vibrant atmosphere where you can feel the ocean breeze and hear Swahili melodies."
Dushanbe,Tajikistan,asia,38.5762709,68.7863573,70,16.458333333333332,2,6,8,4,6,8,4,4,7,4.2,6.9,11.8,16.5,21.4,26.7,29.7,27.2,22.7,15.6,9.4,5.4,kaggle_worldwide_travel_cities,"Tree-lined avenues and Soviet-era architecture blend with bustling bazaars, creating a unique atmosphere where tradition and modernity coexist harmoniously."
Cuzco,Peru,south_america,-13.51695415,-71.97927120704406,70,12.883333333333335,2,10,10,6,8,8,6,6,7,13.3,13.2,13.2,13.0,11.9,11.1,11.0,12.5,13.5,14.0,14.6,13.3,kaggle_worldwide_travel_cities,"Cobblestone streets, vibrant markets, and the scent of fresh Andean cuisine surround you in a city where ancient history meets lively modern culture."
Nara,Japan,asia,34.2963089,135.8816819,135,17.0,2,10,8,4,8,4,6,6,7,7.0,7.8,11.4,15.5,19.2,22.3,26.3,27.4,24.3,19.2,14.4,9.2,kaggle_worldwide_travel_cities,"Ancient temples, serene deer-filled parks, and tranquil gardens offer a peaceful escape, inviting you to wander and reflect in harmony with nature."
Buenos Aires,Argentina,south_america,-34.6083696,-58.4440583,135,18.566666666666666,4,10,4,10,10,6,6,10,7,25.4,24.7,22.4,19.1,14.8,12.4,11.7,13.5,15.5,17.9,21.5,23.9,kaggle_worldwide_travel_cities,"Lively streets filled with tango rhythms, vibrant markets, and historic architecture create an irresistible blend of culture and energy."
Córdoba,Argentina,south_america,-31.4166867,-64.1834193,135,18.091666666666665,2,8,8,6,8,6,6,8,7,24.5,22.8,21.1,18.2,13.9,11.1,10.8,13.7,16.3,18.7,22.0,24.0,kaggle_worldwide_travel_cities,"Historic streets buzz with student energy, colonial architecture, and a lively arts scene, offering a vibrant mix of tradition and modernity."
Sydney,Australia,oceania,-33.8698439,151.2082848,240,18.975,10,8,8,8,8,8,6,10,7,23.9,23.5,22.3,19.6,16.4,13.8,13.6,14.7,17.0,19.3,20.9,22.7,kaggle_worldwide_travel_cities,"A lively harbor city where golden beaches meet urban sophistication, offering a blend of vibrant culture and stunning natural beauty."
Hualien,Taiwan,asia,23.9913421,121.6197276,135,24.05,6,6,10,4,8,8,6,6,7,20.0,21.0,20.9,22.7,24.4,27.0,29.3,28.9,27.4,24.5,22.0,20.5,kaggle_worldwide_travel_cities,"Nestled between lush mountains and the Pacific Ocean, this place offers stunning landscapes, tranquil vibes, and a welcoming local culture."
Vienna,Austria,europe,48.2083537,16.3725042,135,12.708333333333334,2,10,6,8,10,4,8,10,7,2.5,5.0,7.0,12.0,16.2,21.6,23.3,23.0,18.0,12.7,7.3,3.9,kaggle_worldwide_travel_cities,"Grand architecture and cobblestone streets set a charming backdrop for cozy coffeehouses and vibrant cultural scenes, inviting leisurely exploration."
Baku,Azerbaijan,asia,40.3755885,49.8328009,135,15.991666666666667,4,8,6,8,8,6,6,8,7,6.1,6.0,8.3,13.2,18.5,25.2,27.4,27.1,23.0,17.0,11.9,8.2,kaggle_worldwide_travel_cities,"A city where futuristic architecture meets ancient history, offering a unique blend of modernity and tradition with a lively, welcoming atmosphere."
Minsk,Belarus,europe,53.9024716,27.5618225,70,8.183333333333334,2,6,6,6,6,4,4,6,7,-3.0,-1.8,2.3,7.7,13.4,18.7,19.0,19.3,13.7,7.5,2.3,-0.9,kaggle_worldwide_travel_cities,"Wide boulevards and Soviet-era architecture mix with vibrant cafes and green parks, offering a unique blend of history and modern charm."
Santa Cruz,Bolivia,south_america,-17.333333,-61.5,70,27.325,4,6,8,6,6,8,6,6,7,28.7,28.1,28.0,27.0,24.3,23.3,24.4,26.6,28.6,29.9,29.7,29.3,kaggle_worldwide_travel_cities,"Vibrant streets buzz with the energy of lively markets and the aroma of street food, set against a backdrop of lush green parks."
Mostar,Bosnia and Herzegovina,europe,43.3435855,17.8076584,70,17.066666666666666,2,8,8,6,8,6,6,6,7,6.2,9.2,11.4,15.2,19.1,25.1,28.9,28.6,22.9,17.5,12.3,8.4,kaggle_worldwide_travel_cities,"Cobblestone streets, the sound of the river below, and the iconic bridge create a charming and reflective atmosphere in this historic town."
Salvador da Bahia,Brazil,south_america,-13.2432762,-43.3742847,135,27.15833333333333,8,10,8,8,10,6,6,6,7,26.5,26.9,27.7,27.4,26.5,25.5,24.7,26.6,29.3,29.9,27.4,27.5,kaggle_worldwide_travel_cities,"Lively streets filled with music and dance, vibrant markets, and stunning coastal views create an energetic yet laid-back atmosphere."
Bujumbura,Burundi,africa,-3.3638125,29.3675028,70,24.424999999999997,6,6,8,4,6,6,4,4,7,24.0,24.3,24.3,24.2,25.0,24.7,24.3,24.7,25.1,24.7,23.9,23.9,kaggle_worldwide_travel_cities,"A city where vibrant street markets and lush lakeside views create an inviting atmosphere, full of lively interactions and serene moments."
Yaoundé,Cameroon,africa,3.8689867,11.5213344,70,24.441666666666666,2,8,6,6,8,6,4,6,7,25.0,25.6,25.3,24.8,24.7,23.9,23.6,23.6,23.6,23.8,24.6,24.8,kaggle_worldwide_travel_cities,Lush greenery and vibrant markets create a lively atmosphere filled with the scent of street food and the rhythm of local music.
Galway,Ireland,europe,53.2744122,-9.0490601,135,10.583333333333334,6,8,8,8,8,6,6,6,7,6.2,6.4,7.8,9.4,11.9,14.2,16.2,15.8,13.8,11.0,8.0,6.3,kaggle_worldwide_travel_cities,Charming cobblestone streets and vibrant pubs filled with music create an inviting atmosphere where the warmth of the locals is unforgettable.
Calgary,Canada,north_america,51.0456064,-114.057541,135,5.266666666666668,2,8,10,6,6,8,6,8,7,-5.5,-6.9,-1.6,4.6,10.9,15.3,18.2,17.5,12.3,5.4,-1.0,-6.0,kaggle_worldwide_travel_cities,"A dynamic blend of urban sophistication and stunning natural landscapes, where vibrant arts scenes meet the majestic Rockies under vast blue skies."
Halifax,Canada,north_america,44.648618,-63.5859487,135,8.391666666666666,6,8,8,6,8,6,6,6,7,-2.0,-2.9,0.0,5.2,9.9,14.9,19.5,20.1,17.0,11.8,6.1,1.1,kaggle_worldwide_travel_cities,"Charming coastal vibes blend with historic architecture, lively pubs, and the salty breeze, creating an inviting and laid-back maritime atmosphere."
Sal,Cape Verde,africa,16.720455649999998,-22.93867612702632,135,24.200000000000003,10,4,6,6,6,6,6,4,7,22.1,21.5,21.6,22.4,23.2,24.4,25.6,26.8,27.5,26.8,25.2,23.3,kaggle_worldwide_travel_cities,"Golden beaches meet turquoise waters under a sun that never seems to set, creating a laid-back vibe perfect for unwinding."
Bath,United Kingdom,europe,51.3813864,-2.3596963,135,11.283333333333333,2,10,6,6,8,4,10,6,7,5.2,6.8,8.1,9.4,12.8,15.6,17.7,17.4,15.2,12.0,8.4,6.8,kaggle_worldwide_travel_cities,"Charming cobblestone streets, historic architecture, and the soothing warmth of natural hot springs create a serene and inviting experience."
Pristina,Kosovo,europe,42.6638771,21.1640849,70,12.483333333333334,2,6,4,6,6,4,4,6,7,1.4,4.3,7.7,11.1,15.8,20.8,23.4,22.9,18.1,13.0,7.8,3.5,kaggle_worldwide_travel_cities,"A city where vibrant street life, intriguing history, and the aroma of freshly brewed coffee blend into a unique and welcoming atmosphere."
Belgrade,Serbia,europe,44.8178131,20.4568974,70,14.200000000000001,4,8,6,10,8,6,6,8,7,2.9,6.0,8.8,13.7,18.1,22.9,25.2,25.1,20.0,14.3,8.8,4.6,kaggle_worldwide_travel_cities,"Lively streets filled with eclectic architecture, vibrant nightlife, and a fusion of Eastern and Western influences create an inviting, energetic atmosphere."
Dallas,United States,north_america,32.7762719,-96.7968559,135,20.366666666666667,2,8,4,8,8,6,6,8,7,8.5,10.7,16.3,19.5,24.2,28.7,31.0,30.8,27.4,21.2,14.8,11.3,kaggle_worldwide_travel_cities,"A lively mix of modern skyscrapers and historic districts, this city offers a dynamic atmosphere with vibrant arts, cuisine, and culture."
Guilin,China,asia,25.2779894,110.2910622,70,20.141666666666666,2,6,10,4,6,8,6,4,7,9.9,11.2,15.7,20.2,24.1,26.8,28.8,28.6,27.2,21.7,16.7,10.8,kaggle_worldwide_travel_cities,"Lush karst mountains rise dramatically above serene rivers and rice paddies, offering a tranquil escape with breathtaking natural beauty at every turn."
Hallstatt,Austria,europe,47.5621698,13.6486697,135,9.424999999999999,4,8,10,4,6,6,6,4,7,-0.1,2.4,5.6,8.7,11.8,18.3,18.6,18.2,14.1,10.3,4.1,1.1,kaggle_worldwide_travel_cities,"Nestled by a serene lake, this picturesque village enchants with its cobblestone streets, alpine views, and a tranquil, timeless atmosphere."
Nicosia,Cyprus,europe,35.1746503,33.3638783,135,20.316666666666666,4,8,6,6,8,6,6,8,7,11.0,11.1,14.8,18.6,22.6,27.2,30.8,29.5,26.3,21.6,17.0,13.3,kaggle_worldwide_travel_cities,"Wander through leafy streets where ancient history meets modern life, with a vibrant café culture and a warm, welcoming atmosphere."
San José,Costa Rica,north_america,9.9325427,-84.0795782,135,22.291666666666668,4,6,10,6,8,8,8,6,7,22.1,22.1,22.8,23.1,22.8,22.3,22.4,22.4,22.0,21.6,21.7,22.2,kaggle_worldwide_travel_cities,Bustling streets filled with vibrant markets and lush parks create an inviting mix of urban energy and natural beauty.
Havana,Cuba,north_america,23.135305,-82.3589631,70,25.700000000000003,6,10,6,8,8,6,4,6,7,22.4,23.5,24.0,25.9,26.9,27.2,28.1,28.1,27.9,26.5,24.6,23.3,kaggle_worldwide_travel_cities,"Colorful streets alive with the rhythm of salsa, vintage cars cruising past, and the scent of cigars create an unforgettable atmosphere."
Roseau,Dominica,north_america,15.4238539,-61.34165132887498,70,26.433333333333334,6,6,10,4,6,8,8,4,7,25.0,24.8,25.2,25.9,27.1,27.4,27.4,27.6,27.5,27.3,26.5,25.5,kaggle_worldwide_travel_cities,"Lush greenery envelops vibrant markets and colorful architecture, creating a lively and welcoming atmosphere infused with the scent of tropical blooms."
Carcassonne,France,europe,43.2130358,2.3491069,135,14.908333333333331,2,10,6,4,8,4,6,6,7,6.8,8.7,10.7,12.7,16.4,21.0,23.9,23.9,20.2,15.8,10.6,8.2,kaggle_worldwide_travel_cities,"Strolling through cobbled streets surrounded by medieval walls, you feel transported to another era, with vibrant markets and cozy restaurants at every turn."
Lagos,Portugal,europe,37.1027964,-8.6728689,135,18.241666666666664,10,6,8,8,8,8,6,6,7,14.7,15.0,15.8,16.7,18.7,20.2,21.8,22.0,21.4,19.7,17.2,15.7,kaggle_worldwide_travel_cities,"Charming cobblestone streets lead to golden beaches and dramatic cliffs, where the ocean breeze mingles with the aroma of grilled seafood."
Alexandria,Egypt,africa,31.1991806,29.8951716,70,21.850000000000005,6,8,6,6,8,4,4,8,7,14.6,15.1,17.1,19.9,23.3,26.1,28.1,28.6,27.6,24.4,20.8,16.6,kaggle_worldwide_travel_cities,"Bustling streets filled with the aroma of spices, historic sites whispering ancient tales, and a vibrant coastal vibe create a unique charm."
Tallinn,Estonia,europe,59.4372155,24.7453688,135,7.2,4,8,6,6,8,4,6,8,7,-2.2,-1.5,0.5,4.9,11.0,16.0,17.6,17.2,12.9,7.2,3.0,-0.2,kaggle_worldwide_travel_cities,"Medieval lanes, vibrant markets, and the scent of fresh pastries create an enchanting atmosphere that's both historic and inviting."
Paris,France,europe,48.8588897,2.3200410217200766,240,13.266666666666666,2,10,6,10,10,4,8,10,7,5.5,6.8,9.0,12.3,15.7,19.9,21.6,21.3,17.6,13.6,8.9,7.0,kaggle_worldwide_travel_cities,Charming streets lined with artful boutiques and the aroma of freshly baked pastries create a romantic and timeless atmosphere.
Puglia,Italy,europe,40.9842539,16.6210027,135,16.925,8,8,8,6,10,6,8,6,7,8.5,9.8,11.5,13.8,18.4,24.0,26.5,26.4,22.3,17.7,14.1,10.1,kaggle_worldwide_travel_cities,"Sun-drenched coastlines, charming whitewashed villages, and the aroma of olive groves create a serene and inviting atmosphere."
Queenstown,New Zealand,oceania,-45.0321923,168.661,240,10.175,4,6,10,8,8,10,8,6,7,16.4,16.1,13.8,10.5,7.6,4.6,3.8,5.2,7.4,9.5,12.5,14.7,kaggle_worldwide_travel_cities,"Surrounded by majestic mountains and shimmering lakes, this place offers thrilling adventures and serene landscapes that captivate your senses."
Biarritz,France,europe,43.4832523,-1.5592776,135,15.049999999999999,10,6,8,6,8,8,8,6,7,8.6,10.1,12.0,13.7,16.0,19.0,21.2,21.4,19.1,16.5,12.3,10.7,kaggle_worldwide_travel_cities,"Ocean breezes mix with the scent of fresh pastries, while sunlit beaches and elegant architecture create a laid-back yet sophisticated vibe."
Libreville,Gabon,africa,0.4086518,9.4418849,135,27.041666666666668,6,6,8,6,6,6,4,6,7,28.1,28.3,28.0,27.7,27.6,26.4,25.5,25.5,26.4,26.5,26.9,27.6,kaggle_worldwide_travel_cities,"Lush greenery mingles with urban life, offering a unique blend of vibrant markets, diverse wildlife, and a laid-back coastal vibe."
Sintra,Portugal,europe,38.79846,-9.3881,135,16.083333333333332,4,10,10,4,8,6,6,6,7,11.0,11.9,13.4,14.8,17.2,18.6,20.6,20.9,20.0,18.0,14.2,12.4,kaggle_worldwide_travel_cities,"Misty mornings reveal enchanting palaces and lush gardens, offering a fairytale-like atmosphere that captivates and inspires wanderlust."
Hvar,Croatia,europe,43.17389195,16.55652349457852,135,18.025,10,6,8,10,8,6,6,6,7,10.4,10.6,12.5,14.5,19.6,24.7,27.6,26.7,23.2,19.6,14.9,12.0,kaggle_worldwide_travel_cities,"Sun-drenched beaches, fragrant lavender fields, and lively waterfronts create a vibrant yet relaxed atmosphere perfect for unwinding and exploring."
Rostock,Germany,europe,54.0886707,12.1400211,135,9.758333333333333,8,8,6,6,6,6,6,6,7,2.1,2.7,4.6,7.8,12.7,16.9,17.6,18.2,14.7,10.4,5.8,3.6,kaggle_worldwide_travel_cities,"Charming cobblestone streets and historic architecture meet the refreshing sea breeze, creating a welcoming blend of maritime history and modern vibrancy."
Zakynthos,Greece,europe,37.78913845,20.790089567090195,135,19.433333333333334,10,6,8,8,8,6,6,4,7,11.8,12.0,13.5,17.0,20.6,25.7,28.9,28.7,24.8,20.5,16.6,13.1,kaggle_worldwide_travel_cities,"Golden sandy beaches, crystal-clear waters, and charming villages create a serene and inviting atmosphere perfect for relaxation and exploration."
Reykjavík,Iceland,europe,64.145981,-21.9422367,240,5.3,4,6,10,6,6,8,8,6,7,0.1,1.0,1.6,4.3,6.9,9.7,11.6,11.2,8.6,5.5,2.7,0.4,kaggle_worldwide_travel_cities,"A city where modern design meets dramatic landscapes, offering cozy cafes, vibrant street art, and the ethereal glow of the northern lights."
Jodhpur,India,asia,26.2967719,73.0351433,70,27.083333333333332,2,10,6,4,8,6,6,6,7,16.7,21.0,26.3,31.6,34.7,34.0,31.4,29.7,30.3,28.2,22.9,18.2,kaggle_worldwide_travel_cities,"Sun-drenched streets weave through vibrant markets and historic forts, offering a sensory journey rich with colors, aromas, and cultural warmth."
Bandung,Indonesia,asia,-6.9215529,107.6110212,70,22.549999999999997,4,8,8,6,8,6,6,6,7,22.4,22.2,22.5,22.7,23.0,22.3,22.0,22.4,22.7,23.2,22.7,22.5,kaggle_worldwide_travel_cities,"Cool mountain air, vibrant street markets, and a mix of colonial architecture create a refreshing escape with a laid-back yet lively vibe."
Naples,Italy,europe,40.8358846,14.2487679,135,17.45,6,10,6,8,10,6,6,8,7,9.6,10.7,11.1,15.1,18.6,23.5,26.7,26.5,23.0,19.0,14.6,11.0,kaggle_worldwide_travel_cities,"Bustling streets filled with the aroma of pizza, vibrant street life, and historic architecture create a lively and authentic Italian experience."
Yamoussoukro,Ivory Coast,africa,6.8200066,-5.2776034,70,26.724999999999998,2,8,6,4,6,4,4,6,7,26.7,28.8,28.4,28.2,27.6,26.2,25.6,25.2,25.6,26.2,26.4,25.8,kaggle_worldwide_travel_cities,"Wide avenues lined with palm trees lead to the awe-inspiring basilica, while the tranquil surroundings invite a leisurely exploration of local culture."
Sapporo,Japan,asia,43.061936,141.3542924,135,9.950000000000001,4,8,8,6,8,6,6,8,7,-2.9,-2.3,2.8,8.4,14.2,17.5,22.3,23.2,19.3,12.4,5.5,-1.0,kaggle_worldwide_travel_cities,"Snow-dusted streets, lively markets, and the aroma of fresh seafood create a vibrant yet cozy atmosphere that's both inviting and invigorating."
Almaty,Kazakhstan,asia,43.2363924,76.9457275,135,11.399999999999999,2,8,10,6,6,8,6,8,7,-3.4,-0.6,6.5,13.3,18.1,23.2,26.1,24.0,18.3,10.6,2.6,-1.9,kaggle_worldwide_travel_cities,"Nestled beneath snow-capped mountains, the city offers a blend of Soviet-era charm and vibrant modern culture, with bustling markets and serene parks."
Luxembourg City,Luxembourg,europe,49.6112768,6.129799,240,10.575000000000001,2,8,6,6,8,4,6,8,7,1.9,3.5,6.4,9.5,13.6,18.0,19.4,19.3,15.2,10.7,5.8,3.6,kaggle_worldwide_travel_cities,"Charming cobblestone streets wind through lush valleys and historic fortresses, creating a serene yet vibrant atmosphere that's both inviting and intriguing."
San Cristóbal de las Casas,Mexico,north_america,16.735377,-92.63873,70,16.374999999999996,2,8,8,6,8,6,6,4,7,14.0,14.3,16.3,17.6,17.9,17.2,17.5,17.6,17.4,16.5,15.0,15.2,kaggle_worldwide_travel_cities,"Charming cobblestone streets, vibrant markets, and colorful colonial architecture create a warm and inviting atmosphere, perfect for leisurely exploration."
Riga,Latvia,europe,56.9493977,24.1051846,135,9.125,4,8,6,8,8,6,6,8,7,-0.6,0.3,3.8,7.6,12.6,19.2,19.2,19.1,14.7,9.4,4.3,-0.1,kaggle_worldwide_travel_cities,"Charming cobblestone streets, vibrant markets, and a blend of medieval and Art Nouveau architecture create a captivating and cozy atmosphere for exploration."
Portland,United States,north_america,45.5202471,-122.674194,135,13.124999999999998,4,8,8,6,8,6,8,8,7,5.6,6.2,8.8,11.7,15.7,18.9,21.9,22.2,18.6,13.5,8.7,5.7,kaggle_worldwide_travel_cities,"Quirky neighborhoods, lush green parks, and a thriving food scene create an inviting atmosphere filled with creativity and a laid-back vibe."
Ulaanbaatar,Mongolia,asia,47.9184676,106.9177016,70,0.041666666666666664,2,8,8,6,6,8,4,6,7,-22.1,-16.6,-4.8,3.9,9.9,16.6,19.2,16.3,10.5,0.5,-12.0,-20.9,kaggle_worldwide_travel_cities,"Amidst sprawling landscapes, discover a blend of Soviet-era architecture, bustling markets, and the warm hospitality of locals eager to share their stories."
Essaouira,Morocco,africa,31.5118281,-9.7620903,70,19.925,8,8,8,6,8,6,6,6,7,15.2,16.1,17.0,18.2,20.6,22.0,24.4,25.0,23.0,22.1,18.9,16.6,kaggle_worldwide_travel_cities,"Charming coastal breezes mix with the vibrant hum of bustling souks and the scent of fresh seafood, creating a laid-back, inviting atmosphere."
Pokhara,Nepal,asia,28.209538,83.991402,70,20.075,2,6,10,4,6,10,8,4,7,12.0,14.2,18.4,21.5,22.8,25.2,25.8,25.9,24.7,21.1,16.7,12.6,kaggle_worldwide_travel_cities,"Nestled by a serene lake and surrounded by lush hills, this place offers tranquility and adventure, with stunning mountain views at every turn."
Eindhoven,Netherlands,europe,51.4392648,5.478633,135,11.433333333333332,2,6,6,6,6,4,6,8,7,4.0,5.1,7.0,9.9,14.4,18.2,19.0,19.3,15.6,11.9,7.1,5.7,kaggle_worldwide_travel_cities,"Innovative design and vibrant street art create a lively atmosphere, while cozy cafes and green spaces offer moments of relaxation and inspiration."
Port Moresby,Papua New Guinea,oceania,-9.4743301,147.1599504,135,27.125,4,6,8,4,6,8,4,4,7,27.5,27.5,27.3,27.3,27.1,26.8,26.6,26.1,26.4,27.2,27.7,28.0,kaggle_worldwide_travel_cities,"A bustling city where the vibrant markets and lush coastal landscapes blend with the rich cultural tapestry, offering a unique sensory adventure."
Cebu,Philippines,asia,10.47,123.83,70,28.216666666666672,10,6,10,6,8,8,6,6,7,27.1,27.0,27.9,28.8,29.5,28.8,28.4,28.6,28.4,28.2,28.3,27.6,kaggle_worldwide_travel_cities,"Tropical warmth, vibrant street life, and a mix of modern and historic sites create an inviting atmosphere full of discovery and relaxation."
Lisbon,Portugal,europe,38.7077507,-9.1365919,135,17.550000000000004,6,10,6,8,10,6,6,8,7,11.9,12.9,14.1,16.1,19.4,20.8,22.8,23.1,21.9,19.3,15.3,13.0,kaggle_worldwide_travel_cities,"Hillside streets alive with music, pastel-colored buildings, sunlit plazas, and the scent of fresh pastries give this city an irresistible warmth."
Brazzaville,Republic of the Congo,africa,-4.2694407,15.2712256,135,25.96666666666667,2,6,8,4,6,6,4,6,7,26.3,26.7,27.2,27.0,26.6,24.5,23.8,24.7,26.2,26.4,26.1,26.1,kaggle_worldwide_travel_cities,"Lush riverfront views and vibrant markets create a lively atmosphere, where the rhythm of life feels both dynamic and welcoming."
Kigali,Rwanda,africa,-1.8859597,30.1296751,135,21.33333333333334,2,8,8,4,6,6,6,6,7,21.2,21.3,21.1,20.7,21.3,21.7,21.9,22.6,21.9,21.3,20.3,20.7,kaggle_worldwide_travel_cities,Rolling hills meet vibrant city life where markets buzz with energy and the aroma of fresh coffee fills the air.
Apia,Samoa,oceania,-13.8345235,-171.7630955,135,27.049999999999997,8,8,8,4,6,6,6,4,7,27.2,27.0,27.5,27.6,27.3,27.0,26.6,26.6,26.7,26.9,27.0,27.2,kaggle_worldwide_travel_cities,"Lush tropical gardens, vibrant markets, and the gentle sound of waves create a serene and welcoming atmosphere perfect for unwinding."
Gorée Island,Senegal,africa,14.66720465,-17.398356301764487,135,25.041666666666668,4,10,6,2,6,4,4,2,7,22.5,21.6,21.4,22.0,23.3,26.1,27.6,28.1,28.1,28.5,26.8,24.5,kaggle_worldwide_travel_cities,"Charming cobblestone streets, vibrant colonial architecture, and a poignant history create a deeply moving and enriching experience by the ocean."
Durban,South Africa,africa,-29.861825,31.009909,135,20.791666666666668,10,6,8,6,8,8,6,6,7,24.0,24.3,23.8,21.7,19.9,17.7,17.1,17.8,19.0,20.0,21.3,22.9,kaggle_worldwide_travel_cities,"A vibrant blend of golden beaches, rich Zulu culture, and fragrant Indian spices, creating an inviting atmosphere full of warmth and diversity."
Bled,Slovenia,europe,46.3684202,14.1100595,135,5.491666666666667,4,6,10,4,6,8,6,4,7,-2.5,-1.2,0.5,1.9,6.5,13.2,15.0,14.5,9.9,7.4,1.5,-0.8,kaggle_worldwide_travel_cities,"A serene lakeside town where the emerald waters reflect the surrounding mountains, offering a peaceful escape and stunning natural beauty."
Bilbao,Spain,europe,43.2630018,-2.9350039,135,15.483333333333333,4,10,6,8,8,6,6,8,7,9.4,10.6,12.0,13.8,16.3,19.3,21.3,21.6,19.7,17.2,13.1,11.5,kaggle_worldwide_travel_cities,"A vibrant blend of modern architecture and rich history, with bustling markets, delightful pintxos bars, and the soothing sound of the river."
Asturias,Spain,europe,43.3133868,-5.94192,135,13.649999999999999,8,8,10,6,8,8,6,4,7,8.3,9.3,10.3,12.2,14.5,16.9,19.2,19.4,17.5,15.2,11.3,9.7,kaggle_worldwide_travel_cities,"Lush green landscapes meet rugged coastlines, offering a sense of tranquility and adventure with every breathtaking vista and charming village."
Zermatt,Switzerland,europe,46.0212076,7.749254,240,5.833333333333332,2,6,10,4,8,10,8,4,7,-3.4,-0.4,2.0,4.1,8.0,12.9,15.0,14.6,10.9,7.0,1.1,-1.8,kaggle_worldwide_travel_cities,"Nestled amid towering peaks, this charming alpine village offers crisp mountain air, stunning vistas, and a serene escape from the everyday hustle."
Chiang Mai,Thailand,asia,18.7882778,98.9858802,70,27.00833333333333,2,10,8,6,10,8,8,6,7,22.6,24.8,28.5,30.2,29.8,28.7,28.1,27.6,27.5,27.0,25.9,23.4,kaggle_worldwide_travel_cities,"Lush mountain landscapes and vibrant night markets create a serene yet lively atmosphere, inviting exploration and relaxation at every turn."
Kairouan,Tunisia,africa,35.6710101,10.10062,70,21.599999999999998,2,10,4,4,6,4,4,6,7,13.0,14.1,16.3,19.1,23.2,28.2,31.8,30.9,27.4,23.0,17.9,14.3,kaggle_worldwide_travel_cities,"Wandering through ancient medinas, the air filled with spices and the call to prayer, immerses you in a rich tapestry of history and culture."
Kampala,Uganda,africa,0.3177137,32.5813539,70,22.09166666666667,2,8,8,6,6,6,4,6,7,22.6,23.0,22.8,22.2,22.2,21.4,21.5,21.7,21.9,21.9,21.8,22.1,kaggle_worldwide_travel_cities,"Bustling streets filled with vibrant markets, the aroma of local cuisine, and a lively cultural scene create an inviting urban adventure."
Minneapolis,United States,north_america,44.9772995,-93.2654692,135,8.624999999999998,4,8,8,6,8,6,6,8,7,-7.8,-7.0,1.6,7.5,15.6,21.9,23.5,21.8,18.5,9.8,2.3,-4.2,kaggle_worldwide_travel_cities,"A city with vibrant arts scenes, scenic lakeside parks, and diverse neighborhoods, offering a welcoming mix of culture and natural beauty."
Denver,United States,north_america,39.7392364,-104.984862,135,10.774999999999999,2,8,10,6,8,10,8,8,7,-1.3,0.5,4.5,9.1,13.9,21.1,23.9,22.9,19.3,10.9,4.3,0.2,kaggle_worldwide_travel_cities,"A vibrant mix of urban sophistication and outdoor adventure, with crisp mountain air and a lively arts scene creating an invigorating atmosphere."
Glasgow,United Kingdom,europe,55.861155,-4.2501687,135,9.608333333333334,2,8,6,8,8,4,6,8,7,4.3,5.3,6.7,8.0,11.7,14.2,15.4,14.9,12.9,10.0,6.5,5.4,kaggle_worldwide_travel_cities,"Lively streets filled with music, striking architecture, and a rich cultural scene make every corner of this city feel inviting and vibrant."
Ushuaia,Argentina,south_america,-54.807306,-68.3084133,135,6.216666666666668,4,6,10,4,6,10,6,4,7,9.7,9.9,8.3,6.2,4.7,2.6,2.4,3.1,4.4,6.4,8.0,8.9,kaggle_worldwide_travel_cities,"A windswept frontier town with dramatic landscapes, where the end of the world feels both mysterious and beautifully remote."
Tucson,United States,north_america,32.2228765,-110.974847,135,22.025000000000002,2,8,8,6,8,8,6,6,7,11.6,13.9,17.0,21.4,25.2,31.2,31.8,30.8,28.7,23.3,16.9,12.5,kaggle_worldwide_travel_cities,"Vibrant desert landscapes, stunning sunsets, and a rich blend of Native American and Mexican cultures make every moment feel uniquely captivating."
Pittsburgh,United States,north_america,40.4416941,-79.9900861,135,11.858333333333333,2,8,6,6,8,6,6,8,7,-1.3,0.8,5.3,11.2,17.1,21.2,23.6,22.6,19.6,13.2,6.5,2.5,kaggle_worldwide_travel_cities,"Charming riverside views, vibrant arts districts, and a rich industrial history create a welcoming atmosphere full of cultural and culinary discoveries."
Adelaide,Australia,oceania,-34.9281805,138.5999312,135,16.725000000000005,6,8,8,6,8,6,6,6,7,22.6,21.9,20.2,17.1,14.1,11.6,11.3,12.0,13.8,16.8,18.4,20.9,kaggle_worldwide_travel_cities,"Charming streets lined with historic buildings and lush parks offer a laid-back vibe, perfect for leisurely strolls and enjoying local wines."
